provider;imsi;pin;cert
4379NSI;1000000000004378;5489;THIS IS MY CERT 1000000000004378
4380NSI;1000000000004379;5490;THIS IS MY CERT 1000000000004379
4381NSI;1000000000004380;5491;THIS IS MY CERT 1000000000004380
4382NSI;1000000000004381;5492;THIS IS MY CERT 1000000000004381
4383NSI;1000000000004382;5493;THIS IS MY CERT 1000000000004382
4384NSI;1000000000004383;5494;THIS IS MY CERT 1000000000004383
4385NSI;1000000000004384;5495;THIS IS MY CERT 1000000000004384
4386NSI;1000000000004385;5496;THIS IS MY CERT 1000000000004385
4387NSI;1000000000004386;5497;THIS IS MY CERT 1000000000004386
4388NSI;1000000000004387;5498;THIS IS MY CERT 1000000000004387
4389NSI;1000000000004388;5499;THIS IS MY CERT 1000000000004388
4390NSI;1000000000004389;5500;THIS IS MY CERT 1000000000004389
4391NSI;1000000000004390;5501;THIS IS MY CERT 1000000000004390
4392NSI;1000000000004391;5502;THIS IS MY CERT 1000000000004391
4393NSI;1000000000004392;5503;THIS IS MY CERT 1000000000004392
4394NSI;1000000000004393;5504;THIS IS MY CERT 1000000000004393
4395NSI;1000000000004394;5505;THIS IS MY CERT 1000000000004394
4396NSI;1000000000004395;5506;THIS IS MY CERT 1000000000004395
4397NSI;1000000000004396;5507;THIS IS MY CERT 1000000000004396
4398NSI;1000000000004397;5508;THIS IS MY CERT 1000000000004397
4399NSI;1000000000004398;5509;THIS IS MY CERT 1000000000004398
4400NSI;1000000000004399;5510;THIS IS MY CERT 1000000000004399
4401NSI;1000000000004400;5511;THIS IS MY CERT 1000000000004400
4402NSI;1000000000004401;5512;THIS IS MY CERT 1000000000004401
4403NSI;1000000000004402;5513;THIS IS MY CERT 1000000000004402
4404NSI;1000000000004403;5514;THIS IS MY CERT 1000000000004403
4405NSI;1000000000004404;5515;THIS IS MY CERT 1000000000004404
4406NSI;1000000000004405;5516;THIS IS MY CERT 1000000000004405
4407NSI;1000000000004406;5517;THIS IS MY CERT 1000000000004406
4408NSI;1000000000004407;5518;THIS IS MY CERT 1000000000004407
4409NSI;1000000000004408;5519;THIS IS MY CERT 1000000000004408
4410NSI;1000000000004409;5520;THIS IS MY CERT 1000000000004409
4411NSI;1000000000004410;5521;THIS IS MY CERT 1000000000004410
4412NSI;1000000000004411;5522;THIS IS MY CERT 1000000000004411
4413NSI;1000000000004412;5523;THIS IS MY CERT 1000000000004412
4414NSI;1000000000004413;5524;THIS IS MY CERT 1000000000004413
4415NSI;1000000000004414;5525;THIS IS MY CERT 1000000000004414
4416NSI;1000000000004415;5526;THIS IS MY CERT 1000000000004415
4417NSI;1000000000004416;5527;THIS IS MY CERT 1000000000004416
4418NSI;1000000000004417;5528;THIS IS MY CERT 1000000000004417
4419NSI;1000000000004418;5529;THIS IS MY CERT 1000000000004418
4420NSI;1000000000004419;5530;THIS IS MY CERT 1000000000004419
4421NSI;1000000000004420;5531;THIS IS MY CERT 1000000000004420
4422NSI;1000000000004421;5532;THIS IS MY CERT 1000000000004421
4423NSI;1000000000004422;5533;THIS IS MY CERT 1000000000004422
4424NSI;1000000000004423;5534;THIS IS MY CERT 1000000000004423
4425NSI;1000000000004424;5535;THIS IS MY CERT 1000000000004424
4426NSI;1000000000004425;5536;THIS IS MY CERT 1000000000004425
4427NSI;1000000000004426;5537;THIS IS MY CERT 1000000000004426
4428NSI;1000000000004427;5538;THIS IS MY CERT 1000000000004427
4429NSI;1000000000004428;5539;THIS IS MY CERT 1000000000004428
4430NSI;1000000000004429;5540;THIS IS MY CERT 1000000000004429
4431NSI;1000000000004430;5541;THIS IS MY CERT 1000000000004430
4432NSI;1000000000004431;5542;THIS IS MY CERT 1000000000004431
4433NSI;1000000000004432;5543;THIS IS MY CERT 1000000000004432
4434NSI;1000000000004433;5544;THIS IS MY CERT 1000000000004433
4435NSI;1000000000004434;5545;THIS IS MY CERT 1000000000004434
4436NSI;1000000000004435;5546;THIS IS MY CERT 1000000000004435
4437NSI;1000000000004436;5547;THIS IS MY CERT 1000000000004436
4438NSI;1000000000004437;5548;THIS IS MY CERT 1000000000004437
4439NSI;1000000000004438;5549;THIS IS MY CERT 1000000000004438
4440NSI;1000000000004439;5550;THIS IS MY CERT 1000000000004439
4441NSI;1000000000004440;5551;THIS IS MY CERT 1000000000004440
4442NSI;1000000000004441;5552;THIS IS MY CERT 1000000000004441
4443NSI;1000000000004442;5553;THIS IS MY CERT 1000000000004442
4444NSI;1000000000004443;5554;THIS IS MY CERT 1000000000004443
4445NSI;1000000000004444;5555;THIS IS MY CERT 1000000000004444
4446NSI;1000000000004445;5556;THIS IS MY CERT 1000000000004445
4447NSI;1000000000004446;5557;THIS IS MY CERT 1000000000004446
4448NSI;1000000000004447;5558;THIS IS MY CERT 1000000000004447
4449NSI;1000000000004448;5559;THIS IS MY CERT 1000000000004448
4450NSI;1000000000004449;5560;THIS IS MY CERT 1000000000004449
4451NSI;1000000000004450;5561;THIS IS MY CERT 1000000000004450
4452NSI;1000000000004451;5562;THIS IS MY CERT 1000000000004451
4453NSI;1000000000004452;5563;THIS IS MY CERT 1000000000004452
4454NSI;1000000000004453;5564;THIS IS MY CERT 1000000000004453
4455NSI;1000000000004454;5565;THIS IS MY CERT 1000000000004454
4456NSI;1000000000004455;5566;THIS IS MY CERT 1000000000004455
4457NSI;1000000000004456;5567;THIS IS MY CERT 1000000000004456
4458NSI;1000000000004457;5568;THIS IS MY CERT 1000000000004457
4459NSI;1000000000004458;5569;THIS IS MY CERT 1000000000004458
4460NSI;1000000000004459;5570;THIS IS MY CERT 1000000000004459
4461NSI;1000000000004460;5571;THIS IS MY CERT 1000000000004460
4462NSI;1000000000004461;5572;THIS IS MY CERT 1000000000004461
4463NSI;1000000000004462;5573;THIS IS MY CERT 1000000000004462
4464NSI;1000000000004463;5574;THIS IS MY CERT 1000000000004463
4465NSI;1000000000004464;5575;THIS IS MY CERT 1000000000004464
4466NSI;1000000000004465;5576;THIS IS MY CERT 1000000000004465
4467NSI;1000000000004466;5577;THIS IS MY CERT 1000000000004466
4468NSI;1000000000004467;5578;THIS IS MY CERT 1000000000004467
4469NSI;1000000000004468;5579;THIS IS MY CERT 1000000000004468
4470NSI;1000000000004469;5580;THIS IS MY CERT 1000000000004469
4471NSI;1000000000004470;5581;THIS IS MY CERT 1000000000004470
4472NSI;1000000000004471;5582;THIS IS MY CERT 1000000000004471
4473NSI;1000000000004472;5583;THIS IS MY CERT 1000000000004472
4474NSI;1000000000004473;5584;THIS IS MY CERT 1000000000004473
4475NSI;1000000000004474;5585;THIS IS MY CERT 1000000000004474
4476NSI;1000000000004475;5586;THIS IS MY CERT 1000000000004475
4477NSI;1000000000004476;5587;THIS IS MY CERT 1000000000004476
4478NSI;1000000000004477;5588;THIS IS MY CERT 1000000000004477
4479NSI;1000000000004478;5589;THIS IS MY CERT 1000000000004478
4480NSI;1000000000004479;5590;THIS IS MY CERT 1000000000004479
4481NSI;1000000000004480;5591;THIS IS MY CERT 1000000000004480
4482NSI;1000000000004481;5592;THIS IS MY CERT 1000000000004481
4483NSI;1000000000004482;5593;THIS IS MY CERT 1000000000004482
4484NSI;1000000000004483;5594;THIS IS MY CERT 1000000000004483
4485NSI;1000000000004484;5595;THIS IS MY CERT 1000000000004484
4486NSI;1000000000004485;5596;THIS IS MY CERT 1000000000004485
4487NSI;1000000000004486;5597;THIS IS MY CERT 1000000000004486
4488NSI;1000000000004487;5598;THIS IS MY CERT 1000000000004487
4489NSI;1000000000004488;5599;THIS IS MY CERT 1000000000004488
4490NSI;1000000000004489;5600;THIS IS MY CERT 1000000000004489
4491NSI;1000000000004490;5601;THIS IS MY CERT 1000000000004490
4492NSI;1000000000004491;5602;THIS IS MY CERT 1000000000004491
4493NSI;1000000000004492;5603;THIS IS MY CERT 1000000000004492
4494NSI;1000000000004493;5604;THIS IS MY CERT 1000000000004493
4495NSI;1000000000004494;5605;THIS IS MY CERT 1000000000004494
4496NSI;1000000000004495;5606;THIS IS MY CERT 1000000000004495
4497NSI;1000000000004496;5607;THIS IS MY CERT 1000000000004496
4498NSI;1000000000004497;5608;THIS IS MY CERT 1000000000004497
4499NSI;1000000000004498;5609;THIS IS MY CERT 1000000000004498
4500NSI;1000000000004499;5610;THIS IS MY CERT 1000000000004499
4501NSI;1000000000004500;5611;THIS IS MY CERT 1000000000004500
4502NSI;1000000000004501;5612;THIS IS MY CERT 1000000000004501
4503NSI;1000000000004502;5613;THIS IS MY CERT 1000000000004502
4504NSI;1000000000004503;5614;THIS IS MY CERT 1000000000004503
4505NSI;1000000000004504;5615;THIS IS MY CERT 1000000000004504
4506NSI;1000000000004505;5616;THIS IS MY CERT 1000000000004505
4507NSI;1000000000004506;5617;THIS IS MY CERT 1000000000004506
4508NSI;1000000000004507;5618;THIS IS MY CERT 1000000000004507
4509NSI;1000000000004508;5619;THIS IS MY CERT 1000000000004508
4510NSI;1000000000004509;5620;THIS IS MY CERT 1000000000004509
4511NSI;1000000000004510;5621;THIS IS MY CERT 1000000000004510
4512NSI;1000000000004511;5622;THIS IS MY CERT 1000000000004511
4513NSI;1000000000004512;5623;THIS IS MY CERT 1000000000004512
4514NSI;1000000000004513;5624;THIS IS MY CERT 1000000000004513
4515NSI;1000000000004514;5625;THIS IS MY CERT 1000000000004514
4516NSI;1000000000004515;5626;THIS IS MY CERT 1000000000004515
4517NSI;1000000000004516;5627;THIS IS MY CERT 1000000000004516
4518NSI;1000000000004517;5628;THIS IS MY CERT 1000000000004517
4519NSI;1000000000004518;5629;THIS IS MY CERT 1000000000004518
4520NSI;1000000000004519;5630;THIS IS MY CERT 1000000000004519
4521NSI;1000000000004520;5631;THIS IS MY CERT 1000000000004520
4522NSI;1000000000004521;5632;THIS IS MY CERT 1000000000004521
4523NSI;1000000000004522;5633;THIS IS MY CERT 1000000000004522
4524NSI;1000000000004523;5634;THIS IS MY CERT 1000000000004523
4525NSI;1000000000004524;5635;THIS IS MY CERT 1000000000004524
4526NSI;1000000000004525;5636;THIS IS MY CERT 1000000000004525
4527NSI;1000000000004526;5637;THIS IS MY CERT 1000000000004526
4528NSI;1000000000004527;5638;THIS IS MY CERT 1000000000004527
4529NSI;1000000000004528;5639;THIS IS MY CERT 1000000000004528
4530NSI;1000000000004529;5640;THIS IS MY CERT 1000000000004529
4531NSI;1000000000004530;5641;THIS IS MY CERT 1000000000004530
4532NSI;1000000000004531;5642;THIS IS MY CERT 1000000000004531
4533NSI;1000000000004532;5643;THIS IS MY CERT 1000000000004532
4534NSI;1000000000004533;5644;THIS IS MY CERT 1000000000004533
4535NSI;1000000000004534;5645;THIS IS MY CERT 1000000000004534
4536NSI;1000000000004535;5646;THIS IS MY CERT 1000000000004535
4537NSI;1000000000004536;5647;THIS IS MY CERT 1000000000004536
4538NSI;1000000000004537;5648;THIS IS MY CERT 1000000000004537
4539NSI;1000000000004538;5649;THIS IS MY CERT 1000000000004538
4540NSI;1000000000004539;5650;THIS IS MY CERT 1000000000004539
4541NSI;1000000000004540;5651;THIS IS MY CERT 1000000000004540
4542NSI;1000000000004541;5652;THIS IS MY CERT 1000000000004541
4543NSI;1000000000004542;5653;THIS IS MY CERT 1000000000004542
4544NSI;1000000000004543;5654;THIS IS MY CERT 1000000000004543
4545NSI;1000000000004544;5655;THIS IS MY CERT 1000000000004544
4546NSI;1000000000004545;5656;THIS IS MY CERT 1000000000004545
4547NSI;1000000000004546;5657;THIS IS MY CERT 1000000000004546
4548NSI;1000000000004547;5658;THIS IS MY CERT 1000000000004547
4549NSI;1000000000004548;5659;THIS IS MY CERT 1000000000004548
4550NSI;1000000000004549;5660;THIS IS MY CERT 1000000000004549
4551NSI;1000000000004550;5661;THIS IS MY CERT 1000000000004550
4552NSI;1000000000004551;5662;THIS IS MY CERT 1000000000004551
4553NSI;1000000000004552;5663;THIS IS MY CERT 1000000000004552
4554NSI;1000000000004553;5664;THIS IS MY CERT 1000000000004553
4555NSI;1000000000004554;5665;THIS IS MY CERT 1000000000004554
4556NSI;1000000000004555;5666;THIS IS MY CERT 1000000000004555
4557NSI;1000000000004556;5667;THIS IS MY CERT 1000000000004556
4558NSI;1000000000004557;5668;THIS IS MY CERT 1000000000004557
4559NSI;1000000000004558;5669;THIS IS MY CERT 1000000000004558
4560NSI;1000000000004559;5670;THIS IS MY CERT 1000000000004559
4561NSI;1000000000004560;5671;THIS IS MY CERT 1000000000004560
4562NSI;1000000000004561;5672;THIS IS MY CERT 1000000000004561
4563NSI;1000000000004562;5673;THIS IS MY CERT 1000000000004562
4564NSI;1000000000004563;5674;THIS IS MY CERT 1000000000004563
4565NSI;1000000000004564;5675;THIS IS MY CERT 1000000000004564
4566NSI;1000000000004565;5676;THIS IS MY CERT 1000000000004565
4567NSI;1000000000004566;5677;THIS IS MY CERT 1000000000004566
4568NSI;1000000000004567;5678;THIS IS MY CERT 1000000000004567
4569NSI;1000000000004568;5679;THIS IS MY CERT 1000000000004568
4570NSI;1000000000004569;5680;THIS IS MY CERT 1000000000004569
4571NSI;1000000000004570;5681;THIS IS MY CERT 1000000000004570
4572NSI;1000000000004571;5682;THIS IS MY CERT 1000000000004571
4573NSI;1000000000004572;5683;THIS IS MY CERT 1000000000004572
4574NSI;1000000000004573;5684;THIS IS MY CERT 1000000000004573
4575NSI;1000000000004574;5685;THIS IS MY CERT 1000000000004574
4576NSI;1000000000004575;5686;THIS IS MY CERT 1000000000004575
4577NSI;1000000000004576;5687;THIS IS MY CERT 1000000000004576
4578NSI;1000000000004577;5688;THIS IS MY CERT 1000000000004577
4579NSI;1000000000004578;5689;THIS IS MY CERT 1000000000004578
4580NSI;1000000000004579;5690;THIS IS MY CERT 1000000000004579
4581NSI;1000000000004580;5691;THIS IS MY CERT 1000000000004580
4582NSI;1000000000004581;5692;THIS IS MY CERT 1000000000004581
4583NSI;1000000000004582;5693;THIS IS MY CERT 1000000000004582
4584NSI;1000000000004583;5694;THIS IS MY CERT 1000000000004583
4585NSI;1000000000004584;5695;THIS IS MY CERT 1000000000004584
4586NSI;1000000000004585;5696;THIS IS MY CERT 1000000000004585
4587NSI;1000000000004586;5697;THIS IS MY CERT 1000000000004586
4588NSI;1000000000004587;5698;THIS IS MY CERT 1000000000004587
4589NSI;1000000000004588;5699;THIS IS MY CERT 1000000000004588
4590NSI;1000000000004589;5700;THIS IS MY CERT 1000000000004589
4591NSI;1000000000004590;5701;THIS IS MY CERT 1000000000004590
4592NSI;1000000000004591;5702;THIS IS MY CERT 1000000000004591
4593NSI;1000000000004592;5703;THIS IS MY CERT 1000000000004592
4594NSI;1000000000004593;5704;THIS IS MY CERT 1000000000004593
4595NSI;1000000000004594;5705;THIS IS MY CERT 1000000000004594
4596NSI;1000000000004595;5706;THIS IS MY CERT 1000000000004595
4597NSI;1000000000004596;5707;THIS IS MY CERT 1000000000004596
4598NSI;1000000000004597;5708;THIS IS MY CERT 1000000000004597
4599NSI;1000000000004598;5709;THIS IS MY CERT 1000000000004598
4600NSI;1000000000004599;5710;THIS IS MY CERT 1000000000004599
4601NSI;1000000000004600;5711;THIS IS MY CERT 1000000000004600
4602NSI;1000000000004601;5712;THIS IS MY CERT 1000000000004601
4603NSI;1000000000004602;5713;THIS IS MY CERT 1000000000004602
4604NSI;1000000000004603;5714;THIS IS MY CERT 1000000000004603
4605NSI;1000000000004604;5715;THIS IS MY CERT 1000000000004604
4606NSI;1000000000004605;5716;THIS IS MY CERT 1000000000004605
4607NSI;1000000000004606;5717;THIS IS MY CERT 1000000000004606
4608NSI;1000000000004607;5718;THIS IS MY CERT 1000000000004607
4609NSI;1000000000004608;5719;THIS IS MY CERT 1000000000004608
4610NSI;1000000000004609;5720;THIS IS MY CERT 1000000000004609
4611NSI;1000000000004610;5721;THIS IS MY CERT 1000000000004610
4612NSI;1000000000004611;5722;THIS IS MY CERT 1000000000004611
4613NSI;1000000000004612;5723;THIS IS MY CERT 1000000000004612
4614NSI;1000000000004613;5724;THIS IS MY CERT 1000000000004613
4615NSI;1000000000004614;5725;THIS IS MY CERT 1000000000004614
4616NSI;1000000000004615;5726;THIS IS MY CERT 1000000000004615
4617NSI;1000000000004616;5727;THIS IS MY CERT 1000000000004616
4618NSI;1000000000004617;5728;THIS IS MY CERT 1000000000004617
4619NSI;1000000000004618;5729;THIS IS MY CERT 1000000000004618
4620NSI;1000000000004619;5730;THIS IS MY CERT 1000000000004619
4621NSI;1000000000004620;5731;THIS IS MY CERT 1000000000004620
4622NSI;1000000000004621;5732;THIS IS MY CERT 1000000000004621
4623NSI;1000000000004622;5733;THIS IS MY CERT 1000000000004622
4624NSI;1000000000004623;5734;THIS IS MY CERT 1000000000004623
4625NSI;1000000000004624;5735;THIS IS MY CERT 1000000000004624
4626NSI;1000000000004625;5736;THIS IS MY CERT 1000000000004625
4627NSI;1000000000004626;5737;THIS IS MY CERT 1000000000004626
4628NSI;1000000000004627;5738;THIS IS MY CERT 1000000000004627
4629NSI;1000000000004628;5739;THIS IS MY CERT 1000000000004628
4630NSI;1000000000004629;5740;THIS IS MY CERT 1000000000004629
4631NSI;1000000000004630;5741;THIS IS MY CERT 1000000000004630
4632NSI;1000000000004631;5742;THIS IS MY CERT 1000000000004631
4633NSI;1000000000004632;5743;THIS IS MY CERT 1000000000004632
4634NSI;1000000000004633;5744;THIS IS MY CERT 1000000000004633
4635NSI;1000000000004634;5745;THIS IS MY CERT 1000000000004634
4636NSI;1000000000004635;5746;THIS IS MY CERT 1000000000004635
4637NSI;1000000000004636;5747;THIS IS MY CERT 1000000000004636
4638NSI;1000000000004637;5748;THIS IS MY CERT 1000000000004637
4639NSI;1000000000004638;5749;THIS IS MY CERT 1000000000004638
4640NSI;1000000000004639;5750;THIS IS MY CERT 1000000000004639
4641NSI;1000000000004640;5751;THIS IS MY CERT 1000000000004640
4642NSI;1000000000004641;5752;THIS IS MY CERT 1000000000004641
4643NSI;1000000000004642;5753;THIS IS MY CERT 1000000000004642
4644NSI;1000000000004643;5754;THIS IS MY CERT 1000000000004643
4645NSI;1000000000004644;5755;THIS IS MY CERT 1000000000004644
4646NSI;1000000000004645;5756;THIS IS MY CERT 1000000000004645
4647NSI;1000000000004646;5757;THIS IS MY CERT 1000000000004646
4648NSI;1000000000004647;5758;THIS IS MY CERT 1000000000004647
4649NSI;1000000000004648;5759;THIS IS MY CERT 1000000000004648
4650NSI;1000000000004649;5760;THIS IS MY CERT 1000000000004649
4651NSI;1000000000004650;5761;THIS IS MY CERT 1000000000004650
4652NSI;1000000000004651;5762;THIS IS MY CERT 1000000000004651
4653NSI;1000000000004652;5763;THIS IS MY CERT 1000000000004652
4654NSI;1000000000004653;5764;THIS IS MY CERT 1000000000004653
4655NSI;1000000000004654;5765;THIS IS MY CERT 1000000000004654
4656NSI;1000000000004655;5766;THIS IS MY CERT 1000000000004655
4657NSI;1000000000004656;5767;THIS IS MY CERT 1000000000004656
4658NSI;1000000000004657;5768;THIS IS MY CERT 1000000000004657
4659NSI;1000000000004658;5769;THIS IS MY CERT 1000000000004658
4660NSI;1000000000004659;5770;THIS IS MY CERT 1000000000004659
4661NSI;1000000000004660;5771;THIS IS MY CERT 1000000000004660
4662NSI;1000000000004661;5772;THIS IS MY CERT 1000000000004661
4663NSI;1000000000004662;5773;THIS IS MY CERT 1000000000004662
4664NSI;1000000000004663;5774;THIS IS MY CERT 1000000000004663
4665NSI;1000000000004664;5775;THIS IS MY CERT 1000000000004664
4666NSI;1000000000004665;5776;THIS IS MY CERT 1000000000004665
4667NSI;1000000000004666;5777;THIS IS MY CERT 1000000000004666
4668NSI;1000000000004667;5778;THIS IS MY CERT 1000000000004667
4669NSI;1000000000004668;5779;THIS IS MY CERT 1000000000004668
4670NSI;1000000000004669;5780;THIS IS MY CERT 1000000000004669
4671NSI;1000000000004670;5781;THIS IS MY CERT 1000000000004670
4672NSI;1000000000004671;5782;THIS IS MY CERT 1000000000004671
4673NSI;1000000000004672;5783;THIS IS MY CERT 1000000000004672
4674NSI;1000000000004673;5784;THIS IS MY CERT 1000000000004673
4675NSI;1000000000004674;5785;THIS IS MY CERT 1000000000004674
4676NSI;1000000000004675;5786;THIS IS MY CERT 1000000000004675
4677NSI;1000000000004676;5787;THIS IS MY CERT 1000000000004676
4678NSI;1000000000004677;5788;THIS IS MY CERT 1000000000004677
4679NSI;1000000000004678;5789;THIS IS MY CERT 1000000000004678
4680NSI;1000000000004679;5790;THIS IS MY CERT 1000000000004679
4681NSI;1000000000004680;5791;THIS IS MY CERT 1000000000004680
4682NSI;1000000000004681;5792;THIS IS MY CERT 1000000000004681
